time [s],yaw [rad],pitch [rad],roll [rad]
18319,2.14E-03,2.16E-03,2.30E-06
18320,2.24E-03,2.12E-03,2.38E-06
18321,2.40E-03,2.08E-03,2.49E-06
18322,2.56E-03,2.03E-03,2.59E-06
18323,2.73E-03,1.97E-03,2.69E-06
18324,2.93E-03,1.91E-03,2.80E-06
18325,3.09E-03,1.86E-03,2.88E-06
18326,3.15E-03,1.84E-03,2.90E-06
18327,3.11E-03,1.84E-03,2.87E-06
18328,2.98E-03,1.87E-03,2.79E-06
18329,2.76E-03,1.91E-03,2.63E-06
18330,2.47E-03,1.96E-03,2.42E-06
18331,2.11E-03,2.02E-03,2.14E-06
18332,1.80E-03,2.07E-03,1.86E-06
18333,1.61E-03,2.10E-03,1.69E-06
18334,1.50E-03,2.11E-03,1.58E-06
18335,1.51E-03,2.10E-03,1.58E-06
18336,1.58E-03,2.07E-03,1.64E-06
18337,1.74E-03,2.04E-03,1.77E-06
18338,1.95E-03,1.99E-03,1.93E-06
18339,2.21E-03,1.93E-03,2.13E-06
18340,2.51E-03,1.86E-03,2.34E-06
18341,2.75E-03,1.80E-03,2.48E-06
18342,2.93E-03,1.75E-03,2.57E-06
18343,3.03E-03,1.71E-03,2.59E-06
18344,3.07E-03,1.68E-03,2.57E-06
18345,3.01E-03,1.66E-03,2.51E-06
18346,2.91E-03,1.66E-03,2.42E-06
18347,2.75E-03,1.67E-03,2.30E-06
18348,2.57E-03,1.68E-03,2.16E-06
18349,2.41E-03,1.69E-03,2.04E-06
18350,2.23E-03,1.71E-03,1.91E-06
18351,2.13E-03,1.72E-03,1.83E-06
18352,2.13E-03,1.70E-03,1.81E-06
18353,2.21E-03,1.67E-03,1.85E-06
18354,2.35E-03,1.64E-03,1.92E-06
18355,2.45E-03,1.61E-03,1.97E-06
18356,2.53E-03,1.59E-03,2.00E-06
18357,2.58E-03,1.57E-03,2.03E-06
18358,2.60E-03,1.57E-03,2.04E-06
18359,2.53E-03,1.58E-03,2.00E-06
18360,2.43E-03,1.59E-03,1.93E-06
18361,2.31E-03,1.61E-03,1.85E-06
18362,2.20E-03,1.62E-03,1.78E-06
18363,2.14E-03,1.61E-03,1.73E-06
18364,2.16E-03,1.59E-03,1.72E-06
18365,2.19E-03,1.57E-03,1.71E-06
18366,2.28E-03,1.53E-03,1.74E-06
18367,2.38E-03,1.49E-03,1.78E-06
18368,2.43E-03,1.48E-03,1.79E-06
18369,2.47E-03,1.46E-03,1.80E-06
18370,2.48E-03,1.46E-03,1.80E-06
18371,2.47E-03,1.45E-03,1.79E-06
18372,2.37E-03,1.47E-03,1.74E-06
18373,2.19E-03,1.50E-03,1.64E-06
18374,2.01E-03,1.53E-03,1.53E-06
18375,1.87E-03,1.55E-03,1.44E-06
18376,1.75E-03,1.56E-03,1.36E-06
18377,1.66E-03,1.56E-03,1.29E-06
18378,1.66E-03,1.54E-03,1.28E-06
18379,1.71E-03,1.52E-03,1.30E-06
18380,1.84E-03,1.48E-03,1.36E-06
18381,1.96E-03,1.44E-03,1.42E-06
18382,2.08E-03,1.41E-03,1.47E-06
18383,2.23E-03,1.37E-03,1.53E-06
18384,2.38E-03,1.34E-03,1.59E-06
18385,2.54E-03,1.29E-03,1.64E-06
18386,2.65E-03,1.26E-03,1.67E-06
18387,2.71E-03,1.24E-03,1.68E-06
18388,2.68E-03,1.24E-03,1.66E-06
18389,2.61E-03,1.25E-03,1.62E-06
18390,2.46E-03,1.27E-03,1.56E-06
18391,2.26E-03,1.30E-03,1.47E-06
18392,2.05E-03,1.34E-03,1.37E-06
18393,1.89E-03,1.37E-03,1.29E-06
18394,1.80E-03,1.38E-03,1.24E-06
18395,1.75E-03,1.38E-03,1.21E-06
18396,1.74E-03,1.38E-03,1.20E-06
18397,1.79E-03,1.36E-03,1.22E-06
18398,1.84E-03,1.35E-03,1.24E-06
18399,1.90E-03,1.33E-03,1.26E-06
18400,2.01E-03,1.30E-03,1.31E-06
18401,2.07E-03,1.29E-03,1.33E-06
18402,2.12E-03,1.27E-03,1.35E-06
18403,2.10E-03,1.27E-03,1.34E-06
18404,2.11E-03,1.26E-03,1.33E-06
18405,2.15E-03,1.25E-03,1.34E-06
18406,2.16E-03,1.24E-03,1.33E-06
18407,2.13E-03,1.23E-03,1.31E-06
18408,2.03E-03,1.24E-03,1.26E-06
18409,1.90E-03,1.26E-03,1.20E-06
18410,1.85E-03,1.25E-03,1.16E-06
18411,1.86E-03,1.24E-03,1.15E-06
18412,1.87E-03,1.22E-03,1.14E-06
18413,1.86E-03,1.21E-03,1.13E-06
18414,1.87E-03,1.19E-03,1.11E-06
18415,1.91E-03,1.17E-03,1.11E-06
18416,1.96E-03,1.14E-03,1.12E-06
18417,2.01E-03,1.12E-03,1.13E-06
18418,2.06E-03,1.10E-03,1.13E-06
18419,2.09E-03,1.09E-03,1.14E-06
18420,2.09E-03,1.09E-03,1.14E-06
18421,2.09E-03,1.09E-03,1.13E-06
18422,2.07E-03,1.08E-03,1.12E-06
18423,2.00E-03,1.09E-03,1.09E-06
18424,1.90E-03,1.11E-03,1.05E-06
18425,1.75E-03,1.14E-03,9.94E-07
18426,1.63E-03,1.16E-03,9.44E-07
18427,1.55E-03,1.17E-03,9.05E-07
18428,1.56E-03,1.16E-03,9.01E-07
18429,1.62E-03,1.13E-03,9.18E-07
18430,1.68E-03,1.11E-03,9.35E-07
18431,1.79E-03,1.08E-03,9.67E-07
18432,1.92E-03,1.04E-03,1.00E-06
18433,2.07E-03,1.00E-03,1.04E-06
18434,2.17E-03,9.75E-04,1.06E-06
18435,2.17E-03,9.70E-04,1.05E-06
18436,2.10E-03,9.81E-04,1.03E-06
18437,1.94E-03,1.01E-03,9.76E-07
18438,1.77E-03,1.03E-03,9.10E-07
18439,1.58E-03,1.06E-03,8.35E-07
18440,1.38E-03,1.09E-03,7.56E-07
18441,1.04E-03,1.06E-03,5.53E-07
18442,-1.22E-05,6.87E-04,-4.19E-09
18443,-9.99E-04,-5.46E-06,2.73E-09
18444,-1.23E-03,-4.48E-04,2.75E-07
18445,-6.96E-04,-5.05E-04,1.76E-07
18446,4.75E-04,-1.76E-04,-4.18E-08
18447,1.15E-03,1.54E-04,8.89E-08
18448,1.06E-03,1.04E-04,5.49E-08
18449,1.90E-04,-2.76E-06,-2.62E-10
18450,-6.83E-04,1.60E-05,-5.47E-09
18451,-7.95E-04,-9.95E-06,3.95E-09
18452,-1.45E-04,8.90E-06,-6.47E-10
18453,5.01E-04,9.65E-06,2.42E-09
18454,3.76E-04,1.15E-07,2.17E-11
18455,-2.46E-04,-1.68E-05,2.06E-09
18456,-2.30E-04,4.55E-06,-5.23E-10
18457,2.71E-04,6.00E-06,8.14E-10
18458,1.24E-04,7.87E-06,4.89E-10
18459,-3.03E-04,3.40E-06,-5.15E-10
18460,-4.87E-07,3.71E-05,-9.03E-12
18461,2.96E-04,1.11E-05,1.64E-09
18462,-9.27E-05,-9.51E-06,4.41E-10
18463,-7.77E-05,2.50E-05,-9.72E-10
18464,-1.43E-06,3.30E-06,-2.36E-12
18465,4.64E-05,-1.84E-06,-4.27E-11
18466,-6.51E-05,-4.94E-06,1.61E-10
18467,3.22E-05,1.56E-05,2.51E-10
18468,-2.53E-05,-2.61E-06,3.30E-11
18469,2.22E-06,2.21E-05,2.45E-11
18470,6.77E-06,-9.83E-06,-3.33E-11
18471,-1.41E-05,2.80E-05,-1.97E-10
18472,-5.12E-06,-4.31E-06,1.10E-11
18473,-6.47E-07,-2.35E-06,7.59E-13
18474,-2.10E-06,3.10E-06,-3.26E-12
18475,-1.01E-05,7.72E-06,-3.92E-11
18476,1.73E-06,1.19E-05,1.03E-11
18477,-8.12E-07,-1.10E-05,4.45E-12
18478,3.36E-05,3.81E-07,6.40E-12
18479,-2.90E-05,-1.14E-05,1.65E-10
18480,-2.01E-05,-1.14E-05,1.14E-10
18481,-1.31E-05,1.75E-05,-1.15E-10
18482,3.85E-06,-5.03E-06,-9.69E-12
18483,1.49E-05,-1.64E-05,-1.21E-10
18484,-8.71E-06,3.45E-07,-1.50E-12
18485,-1.95E-05,-5.60E-06,5.47E-11
18486,-5.62E-06,-3.19E-06,8.97E-12
18487,-3.96E-06,1.47E-05,-2.90E-11
18488,8.44E-06,-6.77E-06,-2.86E-11
18489,-3.35E-05,8.22E-06,-1.38E-10
18490,-1.96E-05,6.90E-06,-6.76E-11
18491,-2.89E-06,-1.39E-05,2.01E-11
18492,1.01E-05,-5.25E-06,-2.65E-11
18493,-2.21E-06,3.20E-06,-3.53E-12
18494,1.67E-05,-2.95E-07,-2.47E-12
18495,-1.74E-06,-1.50E-05,1.30E-11
18496,-2.26E-06,-5.54E-06,6.27E-12
18497,-1.96E-06,-2.07E-05,2.03E-11
18498,-2.35E-05,2.88E-05,-3.39E-10
18499,-2.71E-05,3.67E-06,-4.97E-11
18500,-3.58E-05,-1.63E-05,2.91E-10
18501,2.02E-05,-7.16E-07,-7.22E-12
18502,1.04E-05,1.50E-05,7.82E-11
18503,-7.44E-07,2.95E-06,-1.10E-12
18504,5.52E-06,-5.69E-06,-1.57E-11
18505,-4.83E-06,5.56E-06,-1.34E-11
18506,1.16E-05,6.11E-06,3.53E-11
18507,4.86E-06,-8.53E-06,-2.07E-11
18508,-3.50E-05,5.96E-06,-1.04E-10
18509,-2.00E-05,-2.30E-05,2.29E-10
18510,-2.53E-06,8.13E-06,-1.03E-11
18511,1.76E-05,-3.68E-06,-3.23E-11
18512,-3.56E-08,-1.52E-05,2.71E-13
18513,-1.00E-05,-2.45E-05,1.23E-10
18514,-9.67E-06,1.91E-05,-9.21E-11
18515,1.24E-05,2.87E-05,1.78E-10
18516,-8.97E-06,-4.46E-06,2.00E-11
18517,-5.35E-06,-1.12E-06,3.00E-12
18518,4.45E-06,-1.08E-05,-2.40E-11
18519,-1.75E-05,-4.29E-06,3.75E-11
18520,-1.04E-05,1.81E-06,-9.43E-12
18521,4.58E-05,-1.08E-05,-2.47E-10
18522,4.68E-06,-2.05E-06,-4.79E-12
18523,-3.93E-06,-1.22E-06,2.39E-12
18524,2.12E-05,3.83E-06,4.05E-11
18525,8.89E-06,-1.81E-05,-8.03E-11
18526,-9.45E-06,1.94E-05,-9.16E-11
18527,-2.85E-06,-2.00E-05,2.84E-11
18528,-2.20E-05,5.49E-06,-6.03E-11
18529,3.45E-06,8.57E-06,1.48E-11
18530,1.24E-05,9.46E-06,5.87E-11
18531,-1.68E-05,-1.03E-06,8.65E-12
18532,3.02E-06,1.74E-05,2.62E-11
18533,-4.35E-06,-1.02E-05,2.22E-11
18534,-1.64E-05,-7.70E-06,6.30E-11
18535,-2.07E-06,9.68E-06,-1.00E-11
18536,8.39E-06,-2.55E-06,-1.07E-11
18537,-1.68E-05,2.71E-05,-2.27E-10
18538,-8.35E-06,-4.17E-06,1.74E-11
18539,1.27E-05,1.87E-06,1.18E-11
18540,2.41E-05,-3.40E-06,-4.11E-11
18541,-1.46E-06,4.03E-06,-2.94E-12
18542,-3.23E-05,-4.09E-07,6.60E-12
18543,5.70E-06,-1.58E-06,-4.51E-12
18544,1.13E-05,1.56E-05,8.80E-11
18545,1.66E-05,-5.51E-07,-4.58E-12
18546,-7.62E-06,1.94E-05,-7.41E-11
18547,-8.48E-06,1.71E-05,-7.26E-11
18548,3.98E-05,-6.96E-06,-1.39E-10
18549,-9.24E-06,2.29E-05,-1.06E-10
18550,8.44E-06,-1.96E-06,-8.28E-12
18551,-9.60E-06,2.63E-05,-1.26E-10
18552,3.83E-06,1.29E-05,2.47E-11
18553,-4.80E-06,-1.26E-06,3.02E-12
18554,-2.61E-06,6.12E-06,-7.98E-12
18555,5.23E-06,2.82E-06,7.38E-12
18556,7.22E-06,1.07E-05,3.85E-11
18557,-1.17E-06,-5.20E-06,3.04E-12
18558,2.34E-05,6.87E-06,8.02E-11
18559,-9.23E-06,-3.02E-06,1.40E-11
18560,1.51E-05,-1.38E-05,-1.04E-10
18561,8.40E-06,4.12E-07,1.73E-12
18562,5.86E-06,3.71E-06,1.09E-11
18563,-1.47E-05,2.45E-05,-1.80E-10
18564,-4.77E-05,4.08E-06,-9.73E-11
18565,-1.11E-05,7.74E-06,-4.31E-11
18566,1.81E-05,2.50E-05,2.27E-10
18567,4.39E-05,-1.56E-05,-3.42E-10
18568,-1.57E-06,-2.23E-05,1.75E-11
18569,8.12E-06,-6.01E-06,-2.44E-11
18570,-7.89E-06,3.70E-06,-1.46E-11
18571,1.47E-05,-2.33E-05,-1.71E-10
18572,2.46E-06,-5.19E-07,-6.38E-13
18573,4.91E-06,5.93E-06,1.46E-11
18574,-1.09E-06,1.21E-06,-6.61E-13
18575,-9.16E-07,2.95E-06,-1.35E-12
18576,-1.74E-05,-1.89E-05,1.65E-10
18577,-5.40E-06,-1.05E-05,2.84E-11
18578,1.01E-06,-2.26E-06,-1.14E-12
18579,-9.94E-06,1.08E-05,-5.34E-11
18580,-1.99E-05,8.28E-06,-8.23E-11
18581,-1.60E-05,2.47E-05,-1.97E-10
18582,-1.22E-05,-5.15E-07,3.15E-12
18583,3.46E-07,-1.08E-05,-1.87E-12
18584,-4.46E-06,-2.23E-05,4.98E-11
18585,-1.57E-05,8.33E-06,-6.55E-11
18586,-1.17E-05,1.28E-05,-7.52E-11
18587,-8.20E-06,-5.27E-06,2.16E-11
18588,-3.41E-05,-7.30E-06,1.25E-10
18589,-2.87E-05,8.04E-06,-1.15E-10
18590,-6.48E-06,-3.14E-06,1.02E-11
18591,-7.74E-07,4.54E-06,-1.76E-12
18592,5.28E-06,4.61E-06,1.22E-11
18593,2.01E-05,-2.51E-06,-2.52E-11
18594,-1.36E-07,-2.88E-06,1.95E-13
18595,7.26E-06,-1.23E-06,-4.47E-12
18596,7.66E-06,2.39E-07,9.18E-13
18597,1.32E-06,5.39E-06,3.57E-12
18598,-1.20E-05,-4.26E-06,2.56E-11
18599,-3.13E-05,-1.11E-05,1.73E-10
18600,3.64E-05,2.98E-06,5.42E-11
18601,-5.74E-06,1.58E-05,-4.54E-11
18602,1.22E-06,2.06E-06,1.26E-12
18603,1.30E-05,4.29E-06,2.80E-11
18604,7.63E-06,-7.49E-06,-2.86E-11
18605,1.92E-05,-2.17E-05,-2.08E-10
18606,5.58E-07,-3.29E-05,-9.17E-12
18607,2.63E-05,8.09E-06,1.06E-10
18608,3.89E-06,-1.48E-05,-2.89E-11
18609,-5.80E-06,6.93E-07,-2.01E-12
18610,3.85E-06,-1.15E-05,-2.21E-11
18611,3.84E-07,5.17E-06,9.93E-13
18612,-3.80E-06,-9.46E-06,1.80E-11
18613,-7.81E-06,1.32E-05,-5.17E-11
18614,1.65E-05,8.72E-06,7.19E-11
18615,2.57E-06,2.87E-05,3.69E-11
18616,2.03E-06,-1.89E-05,-1.92E-11
18617,-1.69E-06,-6.08E-06,5.14E-12
18618,4.75E-07,1.01E-05,2.40E-12
18619,-2.66E-07,-1.35E-05,1.80E-12
18620,2.65E-07,-1.42E-07,-1.88E-14
18621,1.99E-05,-1.86E-06,-1.86E-11
18622,5.12E-06,-9.48E-06,-2.43E-11
18623,7.17E-06,9.27E-06,3.33E-11
18624,-1.73E-05,5.10E-06,-4.42E-11
18625,-6.17E-06,-1.94E-05,5.97E-11
18626,-2.09E-05,4.23E-07,-4.42E-12
18627,-1.61E-05,7.84E-06,-6.32E-11
18628,-3.90E-06,-1.07E-05,2.08E-11
18629,1.65E-05,2.04E-06,1.68E-11
18630,-2.90E-05,5.54E-06,-8.03E-11
18631,-3.30E-05,-3.03E-05,5.00E-10
18632,2.48E-05,-1.20E-06,-1.49E-11
18633,1.68E-05,-2.06E-06,-1.73E-11
18634,-9.92E-06,-4.14E-05,2.06E-10
18635,8.77E-06,-6.61E-06,-2.90E-11
18636,1.44E-05,1.38E-05,9.89E-11
18637,-2.75E-05,-4.11E-06,5.66E-11
18638,1.00E-05,6.39E-06,3.19E-11
18639,-3.52E-06,2.08E-05,-3.67E-11
18640,-1.85E-06,7.30E-06,-6.75E-12
18641,-8.28E-06,1.70E-05,-7.05E-11
18642,1.43E-05,-4.64E-06,-3.32E-11
18643,-9.18E-06,5.21E-07,-2.39E-12
18644,-1.13E-05,9.60E-06,-5.41E-11
18645,-6.64E-06,-7.41E-06,2.46E-11
18646,1.58E-05,1.87E-05,1.48E-10
18647,-2.29E-07,2.80E-05,-3.21E-12
18648,3.74E-06,-5.46E-07,-1.02E-12
18649,-7.77E-06,4.99E-06,-1.94E-11
18650,-4.18E-06,-1.39E-05,2.90E-11
18651,2.30E-05,4.00E-06,4.61E-11
18652,-5.79E-06,1.87E-06,-5.41E-12
18653,-2.12E-05,2.61E-05,-2.77E-10
18654,-6.05E-06,-1.79E-06,5.40E-12
18655,4.04E-06,1.14E-05,2.30E-11
18656,-1.20E-05,3.36E-06,-2.02E-11
18657,-2.62E-06,5.88E-06,-7.70E-12
18658,9.13E-06,-1.90E-05,-8.66E-11
18659,-6.84E-06,-1.66E-05,5.66E-11
18660,2.65E-06,2.03E-05,2.69E-11
18661,7.80E-06,-2.46E-05,-9.59E-11
18662,2.51E-06,-4.61E-06,-5.78E-12
18663,9.27E-08,-2.81E-05,-1.30E-12
18664,-6.17E-06,1.28E-05,-3.97E-11
18665,1.20E-05,-1.49E-05,-8.92E-11
18666,-3.82E-06,1.53E-05,-2.93E-11
18667,1.02E-05,-8.38E-06,-4.28E-11
18668,6.45E-07,-4.94E-06,-1.59E-12
18669,-1.11E-05,1.91E-05,-1.06E-10
18670,-7.30E-06,1.07E-05,-3.92E-11
18671,1.03E-05,-2.14E-06,-1.10E-11
18672,8.98E-06,4.08E-07,1.83E-12
18673,1.09E-06,8.56E-06,4.65E-12
18674,-1.02E-06,7.63E-06,-3.91E-12
18675,1.36E-05,4.68E-06,3.18E-11
18676,-4.39E-07,-1.02E-05,2.25E-12
18677,1.97E-06,5.36E-06,5.27E-12
18678,-5.90E-06,-2.18E-05,6.42E-11
18679,-2.65E-06,-5.38E-07,7.12E-13
18680,-3.56E-05,1.88E-05,-3.35E-10
18681,2.06E-05,3.68E-06,3.78E-11
18682,-2.20E-05,-2.50E-07,2.75E-12
18683,-3.36E-05,2.74E-05,-4.60E-10
18684,-7.27E-06,-1.81E-06,6.57E-12
18685,5.61E-05,-9.93E-06,-2.79E-10
18686,-6.13E-06,2.05E-05,-6.29E-11
18687,-7.34E-06,1.44E-05,-5.27E-11
18688,-5.17E-06,1.53E-05,-3.94E-11
18689,3.07E-05,1.95E-05,2.99E-10
18690,1.46E-05,-1.88E-05,-1.37E-10
18691,-2.91E-05,7.63E-06,-1.11E-10
18692,1.45E-05,-5.14E-06,-3.73E-11
18693,-7.49E-06,-6.56E-07,2.46E-12
18694,1.40E-05,-1.27E-05,-8.85E-11
18695,-2.35E-06,-1.28E-05,1.50E-11
18696,3.41E-05,1.55E-05,2.65E-10
18697,8.96E-07,-1.81E-05,-8.13E-12
18698,-4.18E-05,-3.60E-06,7.52E-11
18699,-1.55E-06,-8.71E-06,6.74E-12
18700,3.42E-05,2.05E-06,3.51E-11
18701,3.41E-05,1.06E-06,1.80E-11
18702,-9.69E-07,-2.86E-06,1.39E-12
18703,-3.88E-06,3.50E-06,-6.79E-12
18704,8.37E-07,-1.43E-05,-5.98E-12
18705,1.52E-05,2.39E-05,1.81E-10
18706,5.07E-06,-7.68E-06,-1.95E-11
18707,-6.15E-06,-7.35E-06,2.26E-11
18708,2.72E-07,-5.14E-07,-7.00E-14
18709,-1.05E-05,-1.79E-05,9.43E-11
18710,-3.99E-06,-2.16E-06,4.31E-12
18711,-6.78E-06,-9.95E-06,3.37E-11
18712,-7.89E-06,1.93E-07,-7.63E-13
18713,7.86E-06,-8.48E-06,-3.33E-11
18714,2.78E-06,-1.73E-05,-2.41E-11
18715,-1.11E-05,-8.31E-06,4.63E-11
18716,-1.54E-05,2.11E-05,-1.62E-10
18717,-6.38E-06,7.43E-06,-2.37E-11
18718,-2.88E-06,1.87E-05,-2.69E-11
18719,-2.67E-05,-6.59E-06,8.80E-11
18720,1.05E-05,-1.22E-05,-6.42E-11
18721,-3.28E-06,2.72E-06,-4.46E-12
18722,-1.06E-05,-2.82E-06,1.50E-11
18723,-1.33E-05,-1.97E-05,1.31E-10
18724,1.02E-05,-1.01E-05,-5.18E-11
18725,4.14E-06,1.43E-05,2.96E-11
18726,1.33E-05,3.69E-06,2.46E-11
18727,3.70E-06,3.11E-05,5.74E-11
18728,7.87E-06,-1.89E-05,-7.44E-11
18729,3.22E-05,-1.23E-05,-1.98E-10
18730,9.11E-06,-1.27E-05,-5.79E-11
18731,-1.02E-05,-9.88E-06,5.06E-11
18732,-5.01E-06,1.34E-05,-3.36E-11
18733,4.32E-07,-1.46E-05,-3.16E-12
18734,1.35E-06,-1.64E-05,-1.11E-11
18735,-1.41E-05,9.28E-06,-6.54E-11
18736,-2.19E-05,-4.40E-06,4.82E-11
18737,-1.29E-06,-1.25E-05,8.06E-12
18738,-6.12E-06,5.40E-06,-1.65E-11
18739,-5.60E-06,2.11E-06,-5.91E-12
18740,-9.46E-06,-9.66E-07,4.57E-12
18741,3.18E-05,-3.64E-06,-5.79E-11
18742,7.12E-06,-3.59E-05,-1.28E-10
18743,-6.43E-06,-3.40E-06,1.09E-11
18744,2.55E-05,-1.16E-06,-1.48E-11
18745,-4.35E-06,2.11E-06,-4.59E-12
18746,-2.77E-06,-2.31E-05,3.19E-11
18747,-4.94E-06,9.37E-06,-2.32E-11
18748,-1.07E-05,-8.61E-06,4.62E-11
18749,-5.36E-06,-3.98E-06,1.07E-11
18750,1.33E-05,-2.87E-06,-1.92E-11
18751,-1.28E-05,-1.05E-05,6.74E-11
18752,7.95E-05,-9.18E-06,-3.65E-10
18753,-4.68E-05,1.09E-05,-2.54E-10
18754,7.48E-06,3.35E-06,1.26E-11
18755,-2.69E-06,1.48E-05,-1.99E-11
18756,3.28E-06,-3.62E-07,-5.93E-13
18757,7.32E-06,-1.14E-05,-4.18E-11
18758,-7.84E-06,-1.52E-05,5.94E-11
18759,4.67E-05,-1.73E-06,-4.04E-11
18760,-4.71E-06,4.82E-06,-1.14E-11
18761,6.75E-06,1.99E-05,6.70E-11
18762,1.28E-05,7.35E-06,4.69E-11
18763,5.10E-05,-7.04E-06,-1.80E-10
18764,-3.75E-05,-1.05E-05,1.98E-10
18765,2.26E-05,-5.79E-06,-6.53E-11
18766,-2.26E-06,5.51E-06,-6.23E-12
18767,-8.32E-07,-2.01E-06,8.35E-13
18768,2.86E-06,-3.21E-06,-4.58E-12
18769,-5.63E-06,-9.19E-07,2.59E-12
18770,-5.53E-06,7.38E-06,-2.04E-11
18771,1.68E-06,8.51E-06,7.14E-12
18772,5.20E-06,-1.94E-05,-5.03E-11
18773,-9.22E-06,-5.65E-06,2.60E-11
18774,-3.74E-06,-2.29E-06,4.29E-12
18775,8.99E-06,-6.15E-06,-2.77E-11
18776,-1.39E-05,-1.88E-05,1.31E-10
18777,-9.00E-06,-1.40E-05,6.32E-11
18778,2.23E-06,-6.13E-06,-6.85E-12
18779,-5.13E-06,-5.11E-06,1.31E-11
18780,1.68E-06,4.42E-06,3.72E-12
18781,9.86E-07,-1.71E-05,-8.44E-12
18782,1.64E-05,1.81E-05,1.49E-10
18783,-1.73E-05,6.46E-07,-5.58E-12
18784,2.44E-05,6.83E-07,8.32E-12
18785,3.02E-07,-7.33E-06,-1.11E-12
18786,-2.86E-06,2.88E-06,-4.13E-12
18787,-3.36E-05,1.42E-05,-2.38E-10
18788,4.10E-05,2.29E-05,4.70E-10
18789,-4.03E-05,-1.87E-05,3.77E-10
18790,8.10E-06,-1.88E-05,-7.62E-11
18791,6.68E-06,-5.66E-06,-1.89E-11
18792,1.40E-05,-8.77E-06,-6.14E-11
18793,-7.89E-06,-8.64E-06,3.41E-11
18794,-1.60E-05,-5.27E-06,4.22E-11
18795,-1.46E-06,1.14E-06,-8.35E-13
18796,-1.44E-05,1.08E-05,-7.75E-11
18797,-2.82E-06,-1.27E-05,1.79E-11
18798,1.15E-05,-9.10E-06,-5.22E-11
18799,-3.50E-06,-1.54E-05,2.69E-11
18800,-9.31E-07,-2.75E-06,1.28E-12
18801,6.56E-06,1.66E-05,5.45E-11
18802,4.72E-06,1.43E-06,3.38E-12
18803,-1.01E-06,-3.61E-07,1.83E-13
18804,2.08E-06,1.18E-05,1.23E-11
18805,1.17E-05,-4.06E-06,-2.38E-11
18806,3.51E-07,-1.41E-06,-2.48E-13
18807,2.32E-06,5.61E-06,6.52E-12
18808,1.25E-05,-7.50E-06,-4.69E-11
18809,1.45E-05,3.33E-06,2.41E-11
18810,-2.71E-06,1.76E-05,-2.38E-11
18811,-2.57E-05,1.30E-05,-1.68E-10
18812,-8.11E-06,8.90E-06,-3.61E-11
18813,-3.32E-06,-5.33E-06,8.85E-12
18814,-6.27E-06,9.94E-06,-3.11E-11
18815,-1.13E-05,8.21E-06,-4.65E-11
18816,-8.83E-06,-1.48E-06,6.55E-12
18817,-2.60E-06,7.25E-06,-9.44E-12
18818,-1.83E-06,6.85E-07,-6.27E-13
18819,7.12E-06,4.52E-07,1.61E-12
18820,-5.86E-06,-1.01E-05,2.97E-11
18821,-5.11E-06,-1.30E-05,3.32E-11
18822,1.99E-05,-1.26E-05,-1.25E-10
18823,-1.97E-05,-8.42E-06,8.31E-11
18824,-3.22E-05,-1.04E-06,1.67E-11
18825,-9.32E-06,-5.59E-06,2.60E-11
18826,-1.35E-05,5.85E-06,-3.96E-11
18827,-2.13E-05,-5.46E-06,5.83E-11
18828,-1.13E-05,-1.38E-05,7.80E-11
18829,-7.35E-06,2.41E-06,-8.86E-12
18830,4.24E-07,1.67E-05,3.55E-12
18831,9.16E-06,-3.51E-05,-1.61E-10
18832,-1.64E-05,3.22E-05,-2.64E-10
18833,3.39E-06,8.68E-06,1.47E-11
18834,-1.56E-05,-1.63E-05,1.26E-10
18835,1.10E-05,-6.33E-06,-3.49E-11
18836,6.94E-06,1.76E-06,6.12E-12
18837,2.72E-05,-1.90E-05,-2.58E-10
18838,-5.58E-06,1.56E-05,-4.35E-11
18839,2.02E-05,-8.08E-06,-8.18E-11
18840,1.20E-05,-8.35E-06,-5.01E-11
18841,1.16E-06,5.93E-06,3.45E-12
18842,-1.94E-05,-1.86E-05,1.80E-10
18843,1.47E-05,1.87E-05,1.37E-10
18844,-1.36E-05,-5.47E-06,3.73E-11
18845,5.34E-06,7.98E-06,2.13E-11
18846,7.82E-06,8.21E-06,3.21E-11
18847,-6.85E-06,-6.00E-06,2.05E-11
18848,-6.50E-06,-1.34E-05,4.36E-11
18849,-1.79E-05,1.27E-05,-1.13E-10
18850,1.76E-05,-3.00E-05,-2.64E-10
18851,-5.14E-05,5.22E-05,-1.34E-09
18852,-9.22E-06,-1.58E-05,7.30E-11
18853,5.11E-05,-2.68E-05,-6.84E-10
18854,-2.52E-06,1.16E-05,-1.47E-11
18855,-3.10E-05,2.97E-06,-4.60E-11
18856,-1.27E-05,-1.67E-05,1.05E-10
18857,1.82E-06,-5.12E-06,-4.67E-12
18858,7.76E-06,-4.89E-07,-1.90E-12
18859,-9.54E-07,9.25E-07,-4.41E-13
18860,-1.29E-05,9.89E-06,-6.39E-11
18861,1.15E-06,7.80E-06,4.48E-12
18862,1.17E-05,-8.30E-06,-4.85E-11
18863,-4.94E-06,1.44E-05,-3.56E-11
18864,1.78E-05,-6.93E-06,-6.16E-11
18865,1.25E-05,-6.50E-07,-4.07E-12
18866,-1.23E-05,9.32E-06,-5.75E-11
18867,6.65E-07,2.07E-06,6.89E-13
18868,1.41E-05,-3.85E-06,-2.72E-11
18869,-7.26E-06,2.24E-06,-8.13E-12
18870,-1.77E-05,1.65E-05,-1.46E-10
18871,4.87E-06,4.68E-06,1.14E-11
